01015793,0
00959923,0
01052995,0
01040078,1
00944408,3
00976488,0
00950912,1
00940505,5
00954357,1
01023532,1
00982670,0
01032472,0
01034472,0
01017980,0
01032162,3
01029939,0
01044707,0
01014415,1
01036972,0
00973824,0
01032587,0
00968450,0
00927658,1
01055502,3
01023063,1
00976142,1
00928693,0
00983037,0
01026242,3
00976150,0
00916842,0
00907483,1
01003011,1
01033691,0
00921873,3
00996161,1
00931707,1
01042664,0
01045328,0
00919810,1
01018691,0
01018685,1
01015705,1
00946947,1
01034176,1
00919347,0
01001917,1
00947525,3
01018442,1
01027490,1
00911810,1
01030777,3
00959926,1
00955731,1
01014243,0
00922029,1
01049377,0
00971918,1
00988912,1
01003692,0
01021329,1
01036342,0
00986132,0
00987277,1
01006725,0
01033475,0
00988371,1
01021223,1
01039086,0
00979577,0
00919803,0
00994397,3
01042626,0
01029369,0
00980876,1
01033393,0
01045354,0
01023746,1
00922023,1
01040315,0
01016129,1
01001206,1
01035199,0
01021699,1
01006731,0
01022680,0
01018033,0
01037656,0
01056390,1
01016174,3
01040318,0
01018435,3
00989794,1
00926709,1
01042661,0
00962472,1
00982682,0
01052472,1
00978798,1
00919777,3
01034481,3
00919073,1
00952812,0
00974949,3
01030779,0
01014873,1
01024902,1
01040562,0
01023102,0
00994052,0
00968959,0
00912070,0
00913168,0
00974962,0
00977117,0
01010811,1
00993121,0
01029687,0
01026209,0
01044502,1
00965112,3
01029029,0
00988374,1
01008262,0
01032445,1
00988122,0
00994082,1
00945014,0
01001209,3
00933943,0
00933305,0
01020454,0
01031155,0
01031771,0
00979418,0
01042629,0
01034589,0
01040308,1
01055419,0
00919641,1
00935094,0
01032575,0
01015310,3
01015817,0
00992715,0
01017392,0
00980655,0
00919226,1
00963810,1
01030794,0
00983040,1
00952809,0
00971059,0
01017193,0
00980076,0
01055897,1
01031260,1
01019606,0
00994443,0
01028955,1
00958556,1
00961449,1
01041875,3
01038738,0
00970546,0
01016639,0
01044460,3
00939370,0
01033955,0
01036985,0
00913732,1
00964453,0
00921860,1
00924108,0
00977053,0
01045507,0
00959937,0
00961438,1
00933297,0
00998113,1
01014418,1
01018518,1
01039427,0
01020307,1
00934195,1
01000237,1
01044713,0
01055505,1
00959920,1
01015710,1
00960875,0
01036385,0
01059769,0
01040744,0
00995261,1
00912077,0
01024166,3
01039063,0
01029764,1
00993117,0
00998638,3
01027604,3
00999082,1
00959736,1
01025176,1
01016739,1
01052548,0
00996147,0
00980756,0
01041673,0
00944274,1
01046812,1
01021687,3
01055422,0
01037258,0
01030292,0
01001388,0
00975876,0
01024899,1
01052293,1
01051743,3
01056705,0
00910559,1
00993552,0
00997868,0
01018054,0
01031221,0
00987294,1
00919067,0
00976482,0
01013857,1
00982721,3
00977050,1
01015313,1
01049841,1
00980461,1
01027607,1
00992775,0
00980624,0
01055401,3
01036048,1
00970541,0
01006550,0
01049381,1
01023996,1
00977114,5
01002598,1
00924751,3
00998914,0
01018682,0
01016171,1
01019815,0
01019227,0
00996137,1
01023056,1
01031768,0
01003988,1
00991445,0
01013853,3
00995256,2
00993080,0
01028062,0
01004875,0
00921973,0
01015777,0
00948131,0
00983074,1
01021702,1
00982724,3
00988927,3
00937250,0
00980073,1
01021262,0
01050384,0
00971622,0
00974046,0
01053771,0
00919079,1
01041077,1
01031266,0
00988832,1
01053046,0
01047065,1
00961350,1
00928690,1
01028601,5
01051765,1
01039190,1
00970354,0
01004225,0
01006549,0
00976183,0
00980458,1
01014867,1
01021690,1
00917962,0
01029643,1
00999573,0
01016259,0
00987809,1
00907492,1
00978540,0
01044463,3
01005873,0
01015307,3
01005586,1
01029026,0
00933929,3
00982730,0
00988780,1
01033961,0
00991773,1
01021678,1
00961320,0
00997816,1
00961441,1
01030289,0
00920667,1
01023105,0
00982896,3
01039078,0
00954363,1
01038243,1
01039186,1
00977193,0
00957133,1
01055892,1
01021585,0
01018688,1
00983051,1
00927663,1
00969960,0
00947534,0
00946953,1
01028065,1
01030095,0
01042085,0
00933310,0
01052233,0
01036000,1
00949664,0
01023214,0
01050236,0
00959934,0
00920486,1
